row_id,Category,Order Date,Segment,Sales Target
494,Office Supplies,2017-08-23,Consumer,352
495,Technology,2017-08-23,Consumer,141
496,Office Supplies,2017-08-23,Corporate,52
497,Office Supplies,2017-08-23,Home Office,18
498,Furniture,2017-08-23,Consumer,4
499,Office Supplies,2017-08-24,Corporate,40
500,Furniture,2017-08-24,Corporate,12
501,Technology,2017-08-25,Consumer,998
502,Office Supplies,2017-08-25,Consumer,216
503,Office Supplies,2017-08-25,Corporate,101
504,Technology,2017-08-25,Corporate,88
505,Furniture,2017-08-25,Corporate,6
506,Technology,2017-08-26,Home Office,317
507,Office Supplies,2017-08-26,Consumer,18
508,Furniture,2017-08-26,Consumer,9
509,Office Supplies,2017-08-26,Home Office,8
510,Furniture,2017-08-27,Corporate,1207
511,Technology,2017-08-27,Corporate,563
512,Technology,2017-08-27,Consumer,184
513,Office Supplies,2017-08-27,Consumer,43
514,Office Supplies,2017-08-29,Consumer,583
515,Furniture,2017-08-29,Consumer,178
516,Office Supplies,2017-08-29,Corporate,113
517,Office Supplies,2017-08-30,Consumer,118
518,Technology,2017-08-31,Consumer,102
519,Technology,2017-09-01,Consumer,303
520,Office Supplies,2017-09-01,Consumer,101
521,Office Supplies,2017-09-02,Consumer,1908
522,Technology,2017-09-02,Consumer,709
523,Technology,2017-09-02,Corporate,588
524,Furniture,2017-09-02,Consumer,60
525,Office Supplies,2017-09-03,Consumer,16
526,Office Supplies,2017-09-03,Home Office,8
527,Office Supplies,2017-09-05,Consumer,256
528,Furniture,2017-09-05,Consumer,31
529,Office Supplies,2017-09-06,Corporate,58
530,Furniture,2017-09-06,Corporate,42
531,Furniture,2017-09-07,Consumer,932
532,Furniture,2017-09-07,Home Office,793
533,Technology,2017-09-07,Consumer,512
534,Technology,2017-09-07,Corporate,458
535,Office Supplies,2017-09-07,Consumer,378
536,Technology,2017-09-07,Home Office,265
537,Office Supplies,2017-09-07,Corporate,191
538,Office Supplies,2017-09-07,Home Office,74
539,Furniture,2017-09-07,Corporate,46
540,Technology,2017-09-08,Consumer,7365
541,Furniture,2017-09-08,Consumer,3720
542,Office Supplies,2017-09-08,Consumer,1501
543,Furniture,2017-09-08,Home Office,169
544,Technology,2017-09-08,Corporate,113
545,Office Supplies,2017-09-08,Home Office,78
546,Office Supplies,2017-09-08,Corporate,17
547,Office Supplies,2017-09-09,Corporate,1610
548,Technology,2017-09-09,Consumer,1485
549,Furniture,2017-09-09,Corporate,684
550,Office Supplies,2017-09-09,Consumer,124
551,Furniture,2017-09-09,Home Office,66
552,Office Supplies,2017-09-09,Home Office,30
553,Furniture,2017-09-09,Consumer,17
554,Furniture,2017-09-10,Consumer,1742
555,Office Supplies,2017-09-10,Consumer,105
556,Office Supplies,2017-09-10,Home Office,8
557,Furniture,2017-09-11,Consumer,118
558,Furniture,2017-09-12,Consumer,3899
559,Office Supplies,2017-09-12,Home Office,600
560,Office Supplies,2017-09-12,Corporate,156
561,Technology,2017-09-12,Home Office,111
562,Office Supplies,2017-09-12,Consumer,59
563,Furniture,2017-09-12,Home Office,35
564,Technology,2017-09-12,Corporate,14
565,Technology,2017-09-13,Consumer,751
566,Furniture,2017-09-13,Home Office,330
567,Office Supplies,2017-09-13,Consumer,114
568,Office Supplies,2017-09-13,Corporate,104
569,Furniture,2017-09-13,Consumer,16
570,Technology,2017-09-14,Consumer,3167
571,Office Supplies,2017-09-14,Consumer,1147
572,Furniture,2017-09-14,Consumer,552
573,Office Supplies,2017-09-14,Corporate,100
574,Furniture,2017-09-14,Corporate,10
575,Furniture,2017-09-15,Corporate,106
576,Office Supplies,2017-09-15,Consumer,16
577,Furniture,2017-09-15,Consumer,15
578,Office Supplies,2017-09-16,Corporate,29
579,Office Supplies,2017-09-17,Consumer,562
580,Technology,2017-09-17,Consumer,116
581,Furniture,2017-09-17,Consumer,35
582,Office Supplies,2017-09-17,Home Office,6
583,Technology,2017-09-19,Corporate,5915
584,Technology,2017-09-19,Consumer,2599
585,Furniture,2017-09-19,Corporate,836
586,Office Supplies,2017-09-19,Corporate,98
587,Office Supplies,2017-09-19,Consumer,73
588,Office Supplies,2017-09-19,Home Office,5
589,Furniture,2017-09-20,Consumer,2672
590,Technology,2017-09-20,Consumer,1989
591,Office Supplies,2017-09-20,Consumer,138
592,Office Supplies,2017-09-20,Home Office,65
593,Office Supplies,2017-09-20,Corporate,12
594,Technology,2017-09-21,Consumer,1943
595,Office Supplies,2017-09-21,Consumer,233
596,Office Supplies,2017-09-21,Home Office,101
597,Office Supplies,2017-09-21,Corporate,68
598,Furniture,2017-09-21,Home Office,7
599,Furniture,2017-09-22,Consumer,670
600,Office Supplies,2017-09-22,Corporate,338
601,Office Supplies,2017-09-22,Consumer,239
602,Office Supplies,2017-09-23,Consumer,10084
603,Furniture,2017-09-23,Corporate,427
604,Technology,2017-09-23,Corporate,91
605,Office Supplies,2017-09-23,Home Office,51
606,Office Supplies,2017-09-23,Corporate,11
607,Office Supplies,2017-09-24,Consumer,212
608,Furniture,2017-09-25,Home Office,325
609,Office Supplies,2017-09-25,Home Office,59
610,Furniture,2017-09-26,Home Office,521
611,Office Supplies,2017-09-26,Home Office,375
612,Office Supplies,2017-09-26,Corporate,165
613,Furniture,2017-09-26,Consumer,156
614,Technology,2017-09-26,Consumer,148
615,Furniture,2017-09-26,Corporate,20
616,Technology,2017-09-26,Home Office,3
617,Furniture,2017-09-27,Consumer,592
618,Furniture,2017-09-27,Corporate,84
619,Office Supplies,2017-09-27,Consumer,82
620,Furniture,2017-09-28,Consumer,364
621,Office Supplies,2017-09-28,Corporate,158
622,Office Supplies,2017-09-29,Consumer,2626
623,Furniture,2017-09-29,Home Office,2331
624,Office Supplies,2017-09-29,Corporate,1713
625,Technology,2017-09-29,Consumer,604
626,Furniture,2017-09-29,Corporate,443
627,Furniture,2017-09-29,Consumer,316
628,Office Supplies,2017-09-30,Corporate,756
629,Office Supplies,2017-09-30,Consumer,189
630,Furniture,2017-09-30,Corporate,14
631,Office Supplies,2017-10-01,Home Office,5
632,Technology,2017-10-02,Corporate,567
633,Office Supplies,2017-10-02,Corporate,43
634,Furniture,2017-10-03,Consumer,293
635,Furniture,2017-10-03,Corporate,242
636,Technology,2017-10-03,Consumer,147
637,Office Supplies,2017-10-03,Consumer,98
